AddressID	AddressType	PersonID	Country	State	City	Street	Floor	Unit
210	Main	187.0	US	Florida	Gainesville	1 Holy Cross Court		
211	Main	188.0	US	Florida	Sarasota	5 Waxwing Road		
212	Main	189.0	US	Florida	Clearwater	5586 Esker Hill		
213	Main	190.0	US	Florida	Pensacola	932 Memorial Court		
214	Main	191.0	US	Florida	Port Saint Lucie	375 Pepper Wood Pass		
215	Main	192.0	US	Florida	Miami	5719 Grover Street		Room 1166
216	Main	193.0	US	Florida	Gainesville	91919 Northridge Street		Apt 824
217	Main	194.0	US	Florida	Fort Pierce	13802 Vera Street		
218	Main	195.0	US	Florida	Bradenton	01 Maryland Drive		Apt 432
219	Secondary	196.0	US	California	Berkeley	028 Fairview Plaza	9.0	
220	Main	196.0	US	Florida	Tampa	1 Cottonwood Hill		
221	Main	197.0	US	Florida	Jacksonville	0 Carey Plaza		
222	Secondary	198.0	US	New York	New York City	74 Daystar Center		
223	Main	198.0	US	Florida	Naples	83 1st Park		
224	Main	199.0	US	Florida	Hollywood	755 Mallory Drive		Apt 1915
225	Main	200.0	US	Florida	Panama City	96 Ryan Junction		
226	Main	201.0	US	Florida	Fort Myers	39 Pleasure Center		
227	Main	202.0	US	Florida	Daytona Beach	57 Goodland Lane		Apt 1921
228	Main	203.0	US	Florida	Lakeland	697 Farragut Drive		Apt 734
229	Main	204.0	US	Florida	Vero Beach	626 Summer Ridge Street		Apt 1982
230	Main	205.0	US	Florida	Tampa	1087 Magdeline Plaza		
231	Secondary	206.0	US	Mississippi	Jackson	506 Swallow Crossing	15.0	
232	Main	206.0	US	Florida	Sarasota	91970 Hallows Parkway		
233	Main	207.0	US	Florida	Pompano Beach	6 Schurz Trail		
234	Main	208.0	US	Florida	Fort Pierce	8 Mcguire Hill		
235	Main	209.0	US	Florida	Boynton Beach	PO Box 62257		
236	Main	210.0	US	Florida	West Palm Beach	5 Caliangt Hill		
237	Main	211.0	US	Florida	Panama City	812 Mockingbird Park		
238	Main	212.0	US	Florida	Saint Petersburg	114 Linden Pass		
239	Secondary	213.0	US	Colorado	Colorado Springs	70216 Anderson Hill		Suite 34
240	Main	213.0	US	Florida	Jacksonville	06823 Huxley Park		Apt 18
241	Main	214.0	US	Florida	Kissimmee	122 Redwing Circle		Apt 543
242	Main	215.0	US	Florida	Tampa	6 Milwaukee Court		Apt 200
243	Main	216.0	US	Florida	Daytona Beach	0 Hoepker Plaza		
244	Main	217.0	US	Florida	Miami Beach	3459 Browning Center		Apt 70
245	Main	218.0	US	Florida	Panama City	42985 Meadow Valley Terrace		
246	Main	219.0	US	Florida	Tallahassee	0 Fremont Street		
247	Main	220.0	US	Florida	Kissimmee	88 Pankratz Trail		
248	Secondary	221.0	US	Florida	Orlando	5 Riverside Avenue		Suite 61
249	Main	221.0	US	Florida	Fort Lauderdale	591 Mccormick Junction		
250	Main	222.0	US	Florida	Bradenton	35652 4th Circle		
251	Main	223.0	US	Florida	Jacksonville	608 Linden Park		
252	Secondary	224.0	US	Kentucky	Lexington	8 Killdeer Junction		Room 1094
253	Main	224.0	US	Florida	Clearwater	9 Dexter Plaza		Apt 47
254	Main	225.0	US	Florida	Naples	58 Jenifer Road		
255	Main	226.0	US	Florida	Bradenton	22 Victoria Park		
256	Secondary	227.0	US	Missouri	Saint Louis	732 Del Mar Way		Suite 41
257	Main	227.0	US	Florida	Hollywood	1 Commercial Drive		
258	Main	228.0	US	Florida	Tallahassee	886 Crest Line Plaza		
259	Main	229.0	US	Florida	Pensacola	0 Manitowish Crossing		
260	Secondary	230.0	US	Kansas	Kansas City	1076 Golden Leaf Point		Suite 92
261	Main	230.0	US	Florida	Fort Myers	7186 Talmadge Terrace		Apt 1769
262	Main	231.0	US	Florida	Daytona Beach	46 Calypso Junction		Room 1182
263	Main	232.0	US	Florida	Fort Pierce	10708 Carioca Alley		
264	Secondary	233.0	US	Texas	Longview	2 Merry Alley	8.0	
265	Main	233.0	US	Florida	Miami	09317 Forest Dale Street		
266	Secondary	234.0	US	California	Los Angeles	366 Scoville Hill		Room 1287
267	Main	234.0	US	Florida	Lakeland	03 Quincy Hill		
268	Main	235.0	US	Florida	Fort Lauderdale	916 Vernon Way		
269	Main	236.0	US	Florida	Brooksville	83 Lakewood Gardens Road		
270	Main	237.0	US	Florida	Jacksonville	9 Continental Circle		Apt 1864
271	Main	238.0	US	Florida	Miami	4699 Laurel Drive		Apt 643
272	Secondary	239.0	US	District of Columbia	Washington	10 Lerdahl Park		Room 689
273	Main	239.0	US	Florida	Miami Beach	332 Namekagon Trail		
274	Secondary	240.0	US	Louisiana	Shreveport	58 Paget Drive		Apt 642
275	Main	240.0	US	Florida	Fort Lauderdale	805 Rieder Crossing		Room 105
276	Main	241.0	US	Florida	Gainesville	Suite 86		
277	Main	242.0	US	Florida	Saint Petersburg	447 Springs Terrace		
278	Main	243.0	US	Florida	Tallahassee	4 Ilene Parkway		
279	Main	244.0	US	Florida	Melbourne	37 Morning Pass		Apt 1893
280	Main	245.0	US	Florida	Gainesville	035 Rowland Plaza		
281	Main	246.0	US	Florida	Clearwater	8168 Norway Maple Alley		
282	Secondary	247.0	US	Illinois	Carol Stream	1971 Longview Court		Suite 80
283	Main	247.0	US	Florida	Bradenton	12544 Fair Oaks Drive		Apt 249
284	Secondary	248.0	US	Florida	Sarasota	0475 Sugar Way		Apt 1594
285	Main	248.0	US	Florida	Daytona Beach	4452 Forest Run Center		
286	Main	249.0	US	Florida	Lakeland	97522 Straubel Park		
287	Main	250.0	US	Florida	Naples	252 Morrow Parkway		Apt 239
288	Main	251.0	US	Florida	Bradenton	0 Gulseth Point		
289	Main	252.0	US	Georgia	Atlanta	55301 Milwaukee Plaza		
290	Secondary	253.0	US	Georgia	Macon	6 Sunfield Point		Apt 414
291	Main	253.0	US	Georgia	Atlanta	8164 Alpine Pass		
292	Main	254.0	US	Georgia	Marietta	49 Blue Bill Park Terrace		
293	Secondary	255.0	US	Louisiana	New Orleans	95128 Quincy Pass		Room 390
294	Main	255.0	US	Georgia	Atlanta	38619 Mcbride Park		Apt 228
295	Main	256.0	US	Georgia	Atlanta	31 Loomis Terrace		Apt 860
296	Main	257.0	US	Georgia	Valdosta	8677 Brentwood Terrace		
297	Main	258.0	US	Georgia	Valdosta	5614 Carberry Terrace		
298	Main	259.0	US	Georgia	Atlanta	73825 Jana Lane		Apt 695
299	Main	260.0	US	Georgia	Savannah	94872 Meadow Valley Hill		
300	Main	261.0	US	Georgia	Atlanta	90 Kinsman Place		Apt 1839
301	Main	262.0	US	Georgia	Atlanta	4426 Brickson Park Junction		Apt 913
302	Main	263.0	US	Georgia	Lawrenceville	3 Hovde Lane		Apt 669
303	Main	264.0	US	Georgia	Savannah	60 Melody Crossing		
304	Secondary	265.0	US	Michigan	Saginaw	3263 Chive Circle		Room 100
305	Main	265.0	US	Georgia	Atlanta	7916 Barnett Hill		
306	Main	266.0	US	Georgia	Atlanta	501 Montana Point		
307	Secondary	267.0	US	Louisiana	Metairie	69 Tomscot Pass		Suite 5
308	Main	267.0	US	Georgia	Atlanta	1766 Forest Run Park		
309	Secondary	268.0	US	Minnesota	Young America	2554 6th Way		Suite 32
310	Main	268.0	US	Georgia	Atlanta	39 Becker Lane		
311	Main	269.0	US	Georgia	Valdosta	46365 Merrick Parkway		Apt 555
312	Main	270.0	US	Georgia	Macon	5233 Westend Alley		
313	Secondary	271.0	US	Louisiana	New Orleans	3827 Longview Terrace		Room 1778
314	Main	271.0	US	Georgia	Atlanta	0232 7th Crossing		Apt 299
315	Main	272.0	US	Georgia	Decatur	23422 Pepper Wood Street		
316	Main	273.0	US	Georgia	Alpharetta	85 Mallard Pass		Room 111
317	Secondary	274.0	US	New Jersey	Trenton	96143 Crowley Center		Apt 1069
318	Main	274.0	US	Georgia	Savannah	065 Blackbird Court		
319	Main	275.0	US	Georgia	Lawrenceville	3 Katie Point		Apt 183
320	Main	276.0	US	Georgia	Atlanta	73 Nevada Drive		
321	Main	277.0	US	Georgia	Athens	81361 Monterey Crossing		Apt 839
322	Main	278.0	US	Georgia	Atlanta	37861 Bashford Street		
323	Main	279.0	US	Georgia	Atlanta	31 Hauk Crossing		
324	Secondary	280.0	US	Texas	El Paso	100 High Crossing Junction		Room 13
325	Main	280.0	US	Georgia	Augusta	781 Heath Terrace		Apt 789
326	Main	281.0	US	Hawaii	Honolulu	7986 La Follette Circle		
327	Main	282.0	US	Idaho	Idaho Falls	3 Carioca Drive		Apt 785
328	Main	283.0	US	Idaho	Boise	58 Westridge Way		
329	Main	284.0	US	Idaho	Boise	0 Rieder Plaza		
330	Main	285.0	US	Idaho	Boise	1559 Bowman Way		Apt 794
331	Main	286.0	US	Idaho	Boise	9 Novick Hill		
332	Main	287.0	US	Idaho	Boise	667 Evergreen Trail		
333	Main	288.0	US	Idaho	Idaho Falls	17		
334	Main	289.0	US	Idaho	Boise	542 Westerfield Point		
335	Main	290.0	US	Idaho	Boise	16869 Butternut Plaza		Room 1061
336	Main	291.0	US	Idaho	Idaho Falls	11 Ruskin Center		Apt 437
337	Secondary	292.0	US	District of Columbia	Washington	223 Bluestem Park		Suite 36
338	Main	292.0	US	Idaho	Boise	9123 Victoria Hill		
339	Main	293.0	US	Illinois	Palatine	21022 Anthes Drive		
340	Main	294.0	US	Illinois	Chicago	6 Scofield Park		Apt 543
341	Secondary	295.0	US	California	Los Angeles	2363 Pleasure Place		Suite 12
342	Main	295.0	US	Illinois	Peoria	924 Monument Crossing		
343	Main	296.0	US	Illinois	Springfield	4900 Cherokee Way		
344	Main	297.0	US	Illinois	Chicago	37331 Reindahl Point		
345	Main	298.0	US	Illinois	Chicago	4 Canary Lane		
346	Main	299.0	US	Illinois	Naperville	1 Warrior Pass		
347	Main	300.0	US	Illinois	Springfield	3 Bunting Parkway		Room 1078
348	Main	301.0	US	Illinois	Palatine	157 Carberry Way		Apt 584
349	Main	302.0	US	Illinois	Chicago	2375 Mallory Trail		
350	Main	303.0	US	Illinois	Springfield	4 Waubesa Circle		
351	Main	304.0	US	Illinois	Chicago	907 Village Green Center		
352	Secondary	305.0	US	Louisiana	New Orleans	592 Independence Junction		Suite 69
353	Main	305.0	US	Illinois	Chicago	9454 Loeprich Court		Apt 366
354	Main	306.0	US	Illinois	Chicago	82329 Chinook Trail		Apt 32
355	Main	307.0	US	Illinois	Chicago	94 Barnett Hill		Apt 202
356	Main	308.0	US	Illinois	Chicago	6 Dennis Terrace		Apt 632
357	Main	309.0	US	Illinois	Chicago	67519 Lotheville Circle		
358	Secondary	310.0	US	Texas	El Paso	0057 American Ash Circle		Suite 37
359	Main	310.0	US	Illinois	Peoria	6 Bonner Park		
360	Main	311.0	US	Illinois	Springfield	3 Hollow Ridge Court		
361	Main	312.0	US	Illinois	Peoria	7 Corben Trail		
362	Main	313.0	US	Illinois	Palatine	8 Carpenter Park		
363	Main	314.0	US	Illinois	Chicago	64 Old Shore Pass		
364	Main	315.0	US	Illinois	Chicago	09190 Dottie Way		
365	Main	316.0	US	Indiana	Fort Wayne	76440 Eliot Terrace		
366	Main	317.0	US	Indiana	Bloomington	9147 Ruskin Crossing		
367	Main	318.0	US	Indiana	Evansville	67 Manley Alley		Apt 207
368	Main	319.0	US	Indiana	Fort Wayne	23357 Transport Street		Apt 223
369	Main	320.0	US	Indiana	Muncie	49 Dwight Hill		Apt 1852
370	Main	321.0	US	Indiana	Indianapolis	12414 Corry Trail		Apt 1860
371	Main	322.0	US	Indiana	Indianapolis	7929 Chive Parkway		
372	Main	323.0	US	Indiana	Indianapolis	59 Continental Trail		
373	Main	324.0	US	Indiana	Indianapolis	90853 Bonner Trail		
374	Main	325.0	US	Indiana	South Bend	62 Rigney Way		Room 1045
375	Main	326.0	US	Indiana	Fort Wayne	10 Lawn Drive		Apt 320
376	Main	327.0	US	Indiana	Crawfordsville	74 Stoughton Park		
377	Main	328.0	US	Indiana	Fort Wayne	65 Shopko Court		Apt 249
378	Main	329.0	US	Indiana	South Bend	56330 Claremont Court		
379	Secondary	330.0	US	New Mexico	Albuquerque	455 Susan Circle		Room 378
380	Main	330.0	US	Indiana	Indianapolis	11902 Thackeray Point		
381	Main	331.0	US	Indiana	Indianapolis	18 Ridgeview Street		
382	Main	332.0	US	Indiana	Bloomington	35 Arrowood Trail		
383	Secondary	333.0	US	California	San Jose	35 High Crossing Junction		
384	Main	333.0	US	Indiana	Indianapolis	8750 Fallview Place		Apt 425
385	Main	334.0	US	Indiana	Fort Wayne	89072 Moulton Terrace		
386	Main	335.0	US	Indiana	Indianapolis	12210 Elmside Circle		Apt 1891
387	Main	336.0	US	Indiana	Fort Wayne	79 Hayes Avenue		Apt 1858
388	Main	337.0	US	Indiana	Evansville	9 Anderson Court		
389	Main	338.0	US	Indiana	Crawfordsville	7 Arkansas Crossing		Apt 58
390	Main	339.0	US	Indiana	Fort Wayne	1442 Red Cloud Street		Apt 766
391	Main	340.0	US	Indiana	Fort Wayne	1976 Buhler Street		
392	Main	341.0	US	Indiana	Muncie	4 Walton Way		
393	Main	342.0	US	Iowa	Davenport	75 Commercial Pass		
394	Secondary	343.0	US	Colorado	Boulder	7 Vera Alley		Apt 294
395	Main	343.0	US	Iowa	Des Moines	30800 Carioca Trail		
396	Main	344.0	US	Iowa	Davenport	99887 Bashford Place		
397	Main	345.0	US	Iowa	Des Moines	6036 Emmet Pass		Apt 517
398	Main	346.0	US	Iowa	Des Moines	6 Hallows Point		Apt 80
399	Main	347.0	US	Iowa	Des Moines	57 Union Way		
